case_id,case_label,base_graph_id,subset_seed,perturb_seed,density_variant,arc_delta_type,original_num_arcs,variant_num_arcs,arc_delta,method_label,original_oracle_obj,variant_oracle_obj,delta_oracle_obj,relative_delta_oracle_obj,oracle_solution_changed_vs_original,original_rank1_normalized_gap,variant_rank1_normalized_gap,delta_rank1_normalized_gap,original_rank2_normalized_gap,variant_rank2_normalized_gap,delta_rank2_normalized_gap,original_rank2_minus_rank1_normalized_gap,variant_rank2_minus_rank1_normalized_gap,delta_rank2_minus_rank1_normalized_gap,rank1_solution_changed_vs_original,rank2_solution_changed_vs_original,num_added_arcs_in_oracle,num_added_arcs_in_rank1,num_added_arcs_in_rank2,num_removed_arcs_from_original_oracle,num_removed_arcs_from_original_rank1,num_removed_arcs_from_original_rank2
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,1,original,none,262,262,0,2stage_val_mse,199.7119015455246,199.7119015455246,0.0,0.0,False,0.29230506826027675,0.29230506826027675,0.0,0.011964239189111428,0.011964239189111428,0.0,-0.2803408290711653,-0.2803408290711653,0.0,False,False,0,0,0,0,0,0
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,1,original,none,262,262,0,spoplus_val_spoplus_loss,199.7119015455246,199.7119015455246,0.0,0.0,False,0.011964239189111428,0.011964239189111428,0.0,0.28999374265979033,0.28999374265979033,0.0,0.2780295034706789,0.2780295034706789,0.0,False,False,0,0,0,0,0,0
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,1,add25pct,add_fraction,262,328,66,2stage_val_mse,199.7119015455246,423.29220361821353,223.58030207268894,1.119514161862424,True,0.29230506826027675,0.13088853985606747,-0.16141652840420928,0.011964239189111428,0.10373849876753873,0.0917742595784273,-0.2803408290711653,-0.02715004108852874,0.25319078798263656,True,True,12,13,13,0,0,0
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,1,add25pct,add_fraction,262,328,66,spoplus_val_spoplus_loss,199.7119015455246,423.29220361821353,223.58030207268894,1.119514161862424,True,0.011964239189111428,0.10373849876753873,0.0917742595784273,0.28999374265979033,0.10373849876753873,-0.18625524389225162,0.2780295034706789,0.0,-0.2780295034706789,True,True,12,13,13,0,0,0
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,1,add25arcs,add_fixed,262,287,25,2stage_val_mse,199.7119015455246,291.60519909858704,91.89329755306244,0.46012930046692907,True,0.29230506826027675,0.0,-0.29230506826027675,0.011964239189111428,0.0032496003761628427,-0.008714638812948585,-0.2803408290711653,0.0032496003761628427,0.28359042944732815,True,True,6,6,6,0,0,0
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,1,add25arcs,add_fixed,262,287,25,spoplus_val_spoplus_loss,199.7119015455246,291.60519909858704,91.89329755306244,0.46012930046692907,True,0.011964239189111428,0.0,-0.011964239189111428,0.28999374265979033,0.0032496003761628427,-0.2867441422836275,0.2780295034706789,0.0032496003761628427,-0.27477990309451605,True,True,6,6,6,0,0,0
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,1,remove25arcs,remove_fixed,262,237,-25,2stage_val_mse,199.7119015455246,106.2944003045559,-93.4175012409687,-0.4677613127611929,True,0.29230506826027675,0.08531871034926629,-0.20698635791101044,0.011964239189111428,0.14782529518996484,0.1358610560008534,-0.2803408290711653,0.06250658484069856,0.34284741391186385,True,True,0,0,0,4,4,4
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,1,remove25arcs,remove_fixed,262,237,-25,spoplus_val_spoplus_loss,199.7119015455246,106.2944003045559,-93.4175012409687,-0.4677613127611929,True,0.011964239189111428,0.14782529518996484,0.1358610560008534,0.28999374265979033,0.08531871034926629,-0.20467503231052403,0.2780295034706789,-0.06250658484069856,-0.34053608831137744,True,True,0,0,0,4,4,3
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,1,remove25pct,remove_fraction,262,196,-66,2stage_val_mse,199.7119015455246,117.97520124912262,-81.73670029640198,-0.40927305615669574,True,0.29230506826027675,0.0,-0.29230506826027675,0.011964239189111428,0.005245166447401606,-0.006719072741709822,-0.2803408290711653,0.005245166447401606,0.2855859955185669,True,True,0,0,0,4,7,4
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,1,remove25pct,remove_fraction,262,196,-66,spoplus_val_spoplus_loss,199.7119015455246,117.97520124912262,-81.73670029640198,-0.40927305615669574,True,0.011964239189111428,0.00736426091299539,-0.004599978276116037,0.28999374265979033,0.0,-0.28999374265979033,0.2780295034706789,-0.00736426091299539,-0.2853937643836743,True,True,0,0,0,4,4,6
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,2,original,none,262,262,0,2stage_val_mse,199.7119015455246,199.7119015455246,0.0,0.0,False,0.29230506826027675,0.29230506826027675,0.0,0.011964239189111428,0.011964239189111428,0.0,-0.2803408290711653,-0.2803408290711653,0.0,False,False,0,0,0,0,0,0
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,2,original,none,262,262,0,spoplus_val_spoplus_loss,199.7119015455246,199.7119015455246,0.0,0.0,False,0.011964239189111428,0.011964239189111428,0.0,0.28999374265979033,0.28999374265979033,0.0,0.2780295034706789,0.2780295034706789,0.0,False,False,0,0,0,0,0,0
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,2,add25pct,add_fraction,262,328,66,2stage_val_mse,199.7119015455246,459.5947012901306,259.882799744606,1.3012884947438417,True,0.29230506826027675,0.033631375832495425,-0.2586736924277813,0.011964239189111428,0.04055051580043607,0.028586276611324637,-0.2803408290711653,0.006919139967940642,0.28725996903910594,True,True,15,15,14,0,0,0
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,2,add25pct,add_fraction,262,328,66,spoplus_val_spoplus_loss,199.7119015455246,459.5947012901306,259.882799744606,1.3012884947438417,True,0.011964239189111428,0.07128194127427104,0.05931770208515961,0.28999374265979033,0.033631375832495425,-0.2563623668272949,0.2780295034706789,-0.03765056544177561,-0.3156800689124545,True,True,15,13,15,0,0,0
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,2,add25arcs,add_fixed,262,287,25,2stage_val_mse,199.7119015455246,288.92150112986565,89.20959958434105,0.4466914535086213,True,0.29230506826027675,0.08005358066608179,-0.21225148759419496,0.011964239189111428,0.08286784271178203,0.07090360352267061,-0.2803408290711653,0.002814262045700247,0.28315509111686554,True,True,6,6,6,0,0,0
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,2,add25arcs,add_fixed,262,287,25,spoplus_val_spoplus_loss,199.7119015455246,288.92150112986565,89.20959958434105,0.4466914535086213,True,0.011964239189111428,0.02705855846365915,0.015094319274547722,0.28999374265979033,0.029872820509359393,-0.2601209221504309,0.2780295034706789,0.0028142620457002436,-0.27521524142497866,True,True,6,6,6,0,0,0
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,2,remove25arcs,remove_fixed,262,237,-25,2stage_val_mse,199.7119015455246,151.6271024942398,-48.08479905128479,-0.24077082376747486,True,0.29230506826027675,0.06562481616380038,-0.22668025209647635,0.011964239189111428,0.07135466359194284,0.05939042440283141,-0.2803408290711653,0.005729847428142462,0.2860706764993078,True,True,0,0,0,3,3,2
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,2,remove25arcs,remove_fixed,262,237,-25,spoplus_val_spoplus_loss,199.7119015455246,151.6271024942398,-48.08479905128479,-0.24077082376747486,True,0.011964239189111428,0.07135466359194284,0.05939042440283141,0.28999374265979033,0.06562481616380038,-0.22436892649598994,0.2780295034706789,-0.005729847428142462,-0.28375935089882137,True,True,0,0,0,3,2,2
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,2,remove25pct,remove_fraction,262,196,-66,2stage_val_mse,199.7119015455246,56.10839918255806,-143.60350236296654,-0.7190533025405695,True,0.29230506826027675,0.0,-0.29230506826027675,0.011964239189111428,0.07324394199725888,0.06127970280814745,-0.2803408290711653,0.07324394199725888,0.3535847710684242,True,True,0,0,0,9,9,8
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,2,remove25pct,remove_fraction,262,196,-66,spoplus_val_spoplus_loss,199.7119015455246,56.10839918255806,-143.60350236296654,-0.7190533025405695,True,0.011964239189111428,0.07324394199725888,0.06127970280814745,0.28999374265979033,0.14203221407205915,-0.14796152858773118,0.2780295034706789,0.06878827207480027,-0.20924123139587864,True,True,0,0,0,9,8,8
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,3,original,none,262,262,0,2stage_val_mse,199.7119015455246,199.7119015455246,0.0,0.0,False,0.29230506826027675,0.29230506826027675,0.0,0.011964239189111428,0.011964239189111428,0.0,-0.2803408290711653,-0.2803408290711653,0.0,False,False,0,0,0,0,0,0
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,3,original,none,262,262,0,spoplus_val_spoplus_loss,199.7119015455246,199.7119015455246,0.0,0.0,False,0.011964239189111428,0.011964239189111428,0.0,0.28999374265979033,0.28999374265979033,0.0,0.2780295034706789,0.2780295034706789,0.0,False,False,0,0,0,0,0,0
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,3,add25pct,add_fraction,262,328,66,2stage_val_mse,199.7119015455246,538.754499912262,339.04259836673737,1.6976584557202874,True,0.29230506826027675,0.0830181520621571,-0.20928691619811965,0.011964239189111428,0.10879018663798512,0.0968259474488737,-0.2803408290711653,0.025772034575828023,0.3061128636469933,True,True,16,18,18,0,0,0
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,3,add25pct,add_fraction,262,328,66,spoplus_val_spoplus_loss,199.7119015455246,538.754499912262,339.04259836673737,1.6976584557202874,True,0.011964239189111428,0.0830181520621571,0.07105391287304567,0.28999374265979033,0.06595899094660297,-0.22403475171318737,0.2780295034706789,-0.017059161115554125,-0.295088664586233,True,True,16,18,17,0,0,0
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,3,add25arcs,add_fixed,262,287,25,2stage_val_mse,199.7119015455246,338.92890110611916,139.21699956059456,0.6970891493357488,True,0.29230506826027675,0.17757382178745482,-0.11473124647282193,0.011964239189111428,0.02259648057553011,0.01063224138641868,-0.2803408290711653,-0.15497734121192472,0.1253634878592406,True,True,6,6,6,0,0,0
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,3,add25arcs,add_fixed,262,287,25,spoplus_val_spoplus_loss,199.7119015455246,338.92890110611916,139.21699956059456,0.6970891493357488,True,0.011964239189111428,0.02259648057553011,0.01063224138641868,0.28999374265979033,0.08738233650607792,-0.20261140615371243,0.2780295034706789,0.06478585593054781,-0.2132436475401311,True,True,6,6,6,0,0,0
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,3,remove25arcs,remove_fixed,262,237,-25,2stage_val_mse,199.7119015455246,197.36920154094696,-2.3427000045776367,-0.011730397569939592,True,0.29230506826027675,0.27414814792471404,-0.01815692033556271,0.011964239189111428,0.2662380990898372,0.25427385990072576,-0.2803408290711653,-0.007910048834876837,0.2724307802362885,True,True,0,0,0,1,1,1
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,3,remove25arcs,remove_fixed,262,237,-25,spoplus_val_spoplus_loss,199.7119015455246,197.36920154094696,-2.3427000045776367,-0.011730397569939592,True,0.011964239189111428,0.01979184570155512,0.00782760651244369,0.28999374265979033,0.3011214573652291,0.011127714705438774,0.2780295034706789,0.281329611663674,0.003300108192995088,True,True,0,0,0,1,1,1
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,3,remove25pct,remove_fraction,262,196,-66,2stage_val_mse,199.7119015455246,129.59130105376244,-70.12060049176216,-0.351108771931542,True,0.29230506826027675,0.17632357172853164,-0.11598149653174511,0.011964239189111428,0.0,-0.011964239189111428,-0.2803408290711653,-0.17632357172853164,0.10401725734263367,True,True,0,0,0,6,9,5
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,3,remove25pct,remove_fraction,262,196,-66,spoplus_val_spoplus_loss,199.7119015455246,129.59130105376244,-70.12060049176216,-0.351108771931542,True,0.011964239189111428,0.0,-0.011964239189111428,0.28999374265979033,0.029782861946027618,-0.2602108807137627,0.2780295034706789,0.029782861946027618,-0.24824664152465128,True,True,0,0,0,6,5,6
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,G-1560.json,30,4,original,none,262,262,0,2stage_val_mse,199.7119015455246,199.7119015455246,0.0,0.0,False,0.29230506826027675,0.29230506826027675,0.0,0.011964239189111428,0.011964239189111428,0.0,-0.2803408290711653,-0.2803408290711653,0.0,False,False,0,0,0,0,0,0
