job_id,topology_id,data_seed,sample_size,training_size,validation_size,method,selected_epoch,selection_metric,selection_value,test_mean_decision_gap,test_mean_normalized_gap,best_epoch,stop_epoch,stopped_early,hit_max_epoch,best_value,max_epochs
G-237|step2c_poly_d8_mult_eps050|seed=000103|sample_size=500|train=400,G-237,103,500,400,100,spoplus,3000,validation_spoplus_loss,3.6288794248581007,0.3994008026123047,0.005811811226588514,3000,,False,True,3.6288794248581073,3000
G-237|step2c_poly_d8_mult_eps050|seed=000104|sample_size=050|train=040,G-237,104,50,40,10,2stage,337,validation_mse_loss,21.027529646722492,0.732534194946289,0.010417139593799057,337,357,True,False,21.027529646722492,3000
G-237|step2c_poly_d8_mult_eps050|seed=000104|sample_size=050|train=040,G-237,104,50,40,10,spoplus,2857,validation_spoplus_loss,2.834781073985721,0.3994008026123047,0.005811811226588514,2837,2857,True,False,2.834674967993408,3000
G-237|step2c_poly_d8_mult_eps050|seed=000104|sample_size=100|train=080,G-237,104,100,80,20,2stage,353,validation_mse_loss,21.34582350617898,0.732534194946289,0.010417139593799057,353,373,True,False,21.34582350617898,3000
G-237|step2c_poly_d8_mult_eps050|seed=000104|sample_size=100|train=080,G-237,104,100,80,20,spoplus,3000,validation_spoplus_loss,5.90739092103072,0.3871171035766602,0.0055952438998772384,3000,,False,True,5.907390921030725,3000
G-237|step2c_poly_d8_mult_eps050|seed=000104|sample_size=500|train=400,G-237,104,500,400,100,2stage,674,validation_mse_loss,22.997973122918808,0.7292578926086426,0.010401277219569361,674,694,True,False,22.997973122918808,3000
G-237|step2c_poly_d8_mult_eps050|seed=000104|sample_size=500|train=400,G-237,104,500,400,100,spoplus,3000,validation_spoplus_loss,5.98305883838873,0.3871171035766602,0.0055952438998772384,3000,,False,True,5.983058838388728,3000
G-237|step2c_poly_d8_mult_eps050|seed=000105|sample_size=050|train=040,G-237,105,50,40,10,2stage,957,validation_mse_loss,21.1229679222661,0.7292578926086426,0.010401277219569361,957,977,True,False,21.1229679222661,3000
G-237|step2c_poly_d8_mult_eps050|seed=000105|sample_size=050|train=040,G-237,105,50,40,10,spoplus,2702,validation_spoplus_loss,8.568374455331172,0.3871171035766602,0.0055952438998772384,2711,2731,True,False,8.566926973915917,3000
G-237|step2c_poly_d8_mult_eps050|seed=000105|sample_size=100|train=080,G-237,105,100,80,20,2stage,907,validation_mse_loss,20.90228829691745,0.7292578926086426,0.010401277219569361,907,927,True,False,20.90228829691745,3000
G-237|step2c_poly_d8_mult_eps050|seed=000105|sample_size=100|train=080,G-237,105,100,80,20,spoplus,3000,validation_spoplus_loss,7.009076108705858,0.3994008026123047,0.005811811226588514,3000,,False,True,7.009076108705836,3000
G-237|step2c_poly_d8_mult_eps050|seed=000105|sample_size=500|train=400,G-237,105,500,400,100,2stage,777,validation_mse_loss,21.664930853703833,0.7292578926086426,0.010401277219569361,777,797,True,False,21.664930853703833,3000
G-237|step2c_poly_d8_mult_eps050|seed=000105|sample_size=500|train=400,G-237,105,500,400,100,spoplus,3000,validation_spoplus_loss,4.875062682499704,0.3994008026123047,0.005811811226588514,3000,,False,True,4.875062682499686,3000
