selection_rank,topology_id,train_seed_count,success_count,failed_count,positive_seed_count,zero_seed_count,negative_seed_count,win_rate,loss_rate,mean_2stage_gap,median_2stage_gap,mean_spoplus_gap,median_spoplus_gap,mean_spoplus_improvement_gap,median_spoplus_improvement_gap,min_spoplus_improvement_gap,max_spoplus_improvement_gap,mean_runtime_seconds,median_runtime_seconds,max_runtime_seconds,complexity_bin,structural_type,landscape_regime,screening_score,selection_reason,num_exchange_candidates,num_cycles_total,num_3cycles,num_chains_total,candidate_conflict_density,mean_candidates_per_vertex,num_distinct_oracle_solutions,oracle_solution_entropy,dominant_oracle_solution_fraction,fraction_linear_proxy_differs_from_oracle,mean_linear_proxy_normalized_gap_to_oracle,median_top1_top2_margin,mean_pairwise_oracle_jaccard
1,G-47,5,5,0,1,0,4,0.200000,0.800000,4.013136,4.015336,4.021089,4.030810,-0.007953,-0.022908,-0.067925,0.133436,258.903800,258.140000,365.344000,sparse_simple,cycle_chain,proxy_hard,0.60582025,quota_sparse_simple:cycle_chain:proxy_hard,8,1,0,7,0.7857142857142857,0.9090909090909091,4,1.1306110430243503,0.44,0.56,0.11350979713561578,2.03285,0.448989898989899
2,G-364,5,5,0,5,0,0,1.000000,0.000000,6.204017,6.204017,3.017378,2.815630,3.186639,3.388387,2.275204,3.547595,59.002000,58.627000,67.145000,sparse_simple,chain_only,proxy_hard,0.65599335,quota_sparse_simple:chain_only:proxy_hard,7,0,0,7,0.7619047619047619,0.9545454545454546,4,1.1549338889448233,0.4,0.97,0.1984270461288599,1.828899999999999,0.6127474747474747
3,G-690,5,5,0,0,5,0,0.000000,0.000000,1.541991,1.541991,1.541991,1.541991,0.000000,0.000000,0.000000,0.000000,104.410400,104.072000,152.136000,sparse_simple,cycle_chain,high_variance,0.43991391,quota_sparse_simple:cycle_chain:high_variance,6,3,2,3,0.26666666666666666,0.6363636363636364,3,0.9408915620087186,0.51,0.49,0.035891028481799446,3.0705500000000043,0.6794805194805195
4,G-535,5,5,0,4,0,1,0.800000,0.200000,0.694200,0.694533,0.679437,0.674012,0.014763,0.019504,-0.001718,0.021475,244.706000,133.975000,439.230000,sparse_simple,chain_only,high_variance,0.41702791,quota_sparse_simple:chain_only:high_variance,8,0,0,8,0.6428571428571429,0.8636363636363636,3,1.0084548029147862,0.53,0.47,0.036143527045423986,0.8948499999999981,0.6336161616161616
5,G-658,5,5,0,5,0,0,1.000000,0.000000,1.843126,1.842625,1.755878,1.741032,0.087248,0.101593,0.021467,0.108289,53.853200,49.212000,78.888000,sparse_simple,cycle_chain,neutral,0.32424705,quota_sparse_simple:cycle_chain:neutral,8,3,1,5,0.75,0.9545454545454546,3,0.5236608378573794,0.85,0.15,0.01530855523639464,1.3275000000000006,0.808
6,G-805,5,5,0,5,0,0,1.000000,0.000000,2.175757,2.173700,0.980630,0.981089,1.195127,1.192611,1.126702,1.295498,292.420000,281.391000,389.610000,sparse_simple,chain_only,neutral,0.35996301,quota_sparse_simple:chain_only:neutral,5,0,0,5,0.7,0.5454545454545454,3,0.791932514445844,0.62,0.38,0.04848129655268817,2.6697499999999996,0.6453872053872054
7,G-118,5,5,0,0,5,0,0.000000,0.000000,0.008424,0.008424,0.008424,0.008424,0.000000,0.000000,0.000000,0.000000,154.164000,135.525000,273.128000,sparse_simple,cycle_chain,proxy_aligned,0.1918827,quota_sparse_simple:cycle_chain:proxy_aligned,7,1,0,6,0.9523809523809523,0.7727272727272727,2,0.13474216817976675,0.97,0.03,0.00021058644370224285,2.0329499999999996,0.9608080808080808
8,G-227,5,5,0,0,5,0,0.000000,0.000000,0.164472,0.164472,0.164472,0.164472,0.000000,0.000000,0.000000,0.000000,56.253400,51.940000,73.645000,sparse_simple,chain_only,proxy_aligned,0.1854708,quota_sparse_simple:chain_only:proxy_aligned,8,0,0,8,0.7142857142857143,0.8636363636363636,3,0.23216582669633543,0.95,0.05,0.005483629135848732,0.015799999999998704,0.9124242424242425
9,G-59,5,5,0,0,5,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,92.211400,93.207000,110.173000,sparse_simple,cycle_chain,easy_control,0.17848732,quota_sparse_simple:cycle_chain:easy_control,7,1,0,6,1.0,0.9090909090909091,1,0.0,1.0,0.0,0.0,0.8242999999999991,1.0
10,G-288,5,5,0,0,5,0,0.000000,0.000000,0.002000,0.002000,0.002000,0.002000,0.000000,0.000000,0.000000,0.000000,40.609600,38.826000,49.287000,sparse_simple,chain_only,easy_control,0.13305727,quota_sparse_simple:chain_only:easy_control,8,0,0,8,0.7857142857142857,0.9090909090909091,1,0.0,1.0,0.0,0.0,0.05830000000000002,1.0
11,G-605,5,5,0,0,5,0,0.000000,0.000000,4.864229,4.864229,4.864229,4.864229,0.000000,0.000000,0.000000,0.000000,99.826400,68.366000,205.261000,sparse_simple,cycle_chain,proxy_hard,0.573268,quota_sparse_simple:cycle_chain:proxy_hard,8,1,0,7,0.75,0.9545454545454546,2,0.22696752250060448,0.94,0.94,0.25679864295911115,0.10405000000000086,0.924040404040404
12,G-374,5,5,0,4,1,0,0.800000,0.000000,9.286087,9.286087,4.549543,3.300169,4.736544,5.985918,0.000000,6.043641,361.452800,471.002000,475.700000,sparse_simple,chain_only,proxy_hard,0.62248564,quota_sparse_simple:chain_only:proxy_hard,8,0,0,8,0.8928571428571429,0.9545454545454546,4,0.9583268285158423,0.68,0.93,0.22840844032215138,2.735899999999999,0.5828619528619529
13,G-977,5,5,0,0,5,0,0.000000,0.000000,1.170457,1.170457,1.170457,1.170457,0.000000,0.000000,0.000000,0.000000,232.583400,187.024000,477.261000,sparse_simple,cycle_chain,high_variance,0.37766909,quota_sparse_simple:cycle_chain:high_variance,6,1,1,5,0.4,0.6363636363636364,3,0.8265376330306784,0.66,0.34,0.019478447505896633,3.185300000000005,0.7917075517075517
14,G-162,5,5,0,5,0,0,1.000000,0.000000,0.629032,0.629032,0.605461,0.605476,0.023571,0.023556,0.013567,0.036220,78.867000,79.832000,87.576000,sparse_simple,chain_only,high_variance,0.41004092,quota_sparse_simple:chain_only:high_variance,8,0,0,8,0.6428571428571429,0.8181818181818182,4,1.0276025558362254,0.62,0.38,0.04498289784128546,0.9717999999999991,0.5654848484848485
15,G-566,5,5,0,0,5,0,0.000000,0.000000,0.464243,0.464243,0.464243,0.464243,0.000000,0.000000,0.000000,0.000000,93.823400,88.631000,112.369000,sparse_simple,cycle_chain,neutral,0.31679855,quota_sparse_simple:cycle_chain:neutral,7,1,0,6,0.6666666666666666,0.8636363636363636,2,0.583258840128597,0.73,0.27,0.010181104441158799,1.1324499999999986,0.8407272727272728
16,G-384,5,5,0,0,5,0,0.000000,0.000000,0.887107,0.887107,0.887107,0.887107,0.000000,0.000000,0.000000,0.000000,199.622200,211.010000,283.468000,sparse_simple,chain_only,neutral,0.35541321,quota_sparse_simple:chain_only:neutral,5,0,0,5,0.7,0.5,2,0.6881388137135884,0.55,0.45,0.043094373143114324,1.7615999999999996,0.6666666666666666
17,G-922,5,5,0,0,5,0,0.000000,0.000000,0.096562,0.096562,0.096562,0.096562,0.000000,0.000000,0.000000,0.000000,56.924000,55.722000,64.680000,sparse_simple,cycle_chain,proxy_aligned,0.1796547,quota_sparse_simple:cycle_chain:proxy_aligned,5,1,0,4,0.4,0.45454545454545453,2,0.30253782309749805,0.91,0.09,0.001166762591975561,2.961650000000006,0.9338181818181818
18,G-154,5,5,0,0,5,0,0.000000,0.000000,0.151800,0.151800,0.151800,0.151800,0.000000,0.000000,0.000000,0.000000,47.398400,46.633000,50.474000,sparse_simple,chain_only,proxy_aligned,0.17477186,quota_sparse_simple:chain_only:proxy_aligned,6,0,0,6,0.7333333333333333,0.6818181818181818,2,0.2787693717685874,0.92,0.08,0.006229445598950411,0.8490499999999983,0.8884848484848484
19,G-848,5,5,0,0,5,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,91.714200,91.711000,107.735000,sparse_simple,cycle_chain,easy_control,0.17390543,quota_sparse_simple:cycle_chain:easy_control,8,1,0,7,0.7857142857142857,0.9545454545454546,1,0.0,1.0,0.0,0.0,0.3263999999999996,1.0
20,G-170,5,5,0,0,5,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,60.178800,60.189000,69.674000,sparse_simple,chain_only,easy_control,0.12303909,quota_sparse_simple:chain_only:easy_control,5,0,0,5,0.8,0.5454545454545454,1,0.0,1.0,0.0,0.0,0.11380000000000123,1.0
21,G-179,5,5,0,0,5,0,0.000000,0.000000,0.405856,0.405856,0.405856,0.405856,0.000000,0.000000,0.000000,0.000000,40.515600,40.502000,45.400000,sparse_simple,cycle_chain,proxy_hard,0.54283722,quota_sparse_simple:cycle_chain:proxy_hard,8,1,0,7,0.8571428571428571,1.0454545454545454,3,1.0118253663955132,0.43,0.58,0.04663965999888655,0.0969499999999992,0.5411515151515152
22,G-424,5,5,0,1,0,4,0.200000,0.800000,6.781593,6.775453,6.794452,6.794452,-0.012859,-0.019000,-0.025493,0.002433,33.922800,33.381000,36.923000,sparse_simple,chain_only,proxy_hard,0.61292078,quota_sparse_simple:chain_only:proxy_hard,8,0,0,8,0.5357142857142857,0.8181818181818182,4,1.2757288134166311,0.45,0.82,0.2017483143493905,1.856399999999999,0.45545454545454545
23,G-642,5,5,0,0,5,0,0.000000,0.000000,0.128383,0.128383,0.128383,0.128383,0.000000,0.000000,0.000000,0.000000,91.723200,93.029000,102.490000,sparse_simple,cycle_chain,high_variance,0.3772246,quota_sparse_simple:cycle_chain:high_variance,5,3,1,2,0.4,0.5,4,0.8079534519149622,0.72,0.28,0.004916456561196137,0.018950000000000244,0.7742424242424243
24,G-706,5,5,0,2,0,3,0.400000,0.600000,0.680776,0.687631,0.719700,0.755303,-0.038925,-0.087130,-0.103631,0.080618,78.292800,40.404000,165.423000,sparse_simple,chain_only,high_variance,0.38976329,quota_sparse_simple:chain_only:high_variance,7,0,0,7,0.5714285714285714,0.6818181818181818,4,0.8777556281327217,0.52,0.48,0.037864080706986346,0.9428500000000009,0.6968350168350168
25,G-680,5,5,0,0,5,0,0.000000,0.000000,0.365140,0.365140,0.365140,0.365140,0.000000,0.000000,0.000000,0.000000,523.046000,526.874000,665.498000,sparse_simple,cycle_chain,neutral,0.31379021,quota_sparse_simple:cycle_chain:neutral,8,1,0,7,0.6428571428571429,0.8636363636363636,3,0.6260296940641805,0.73,0.27,0.005957872147384727,1.6853999999999978,0.8346936026936027
26,G-304,5,5,0,5,0,0,1.000000,0.000000,7.642778,7.642778,1.802724,1.754111,5.840054,5.888667,5.717709,5.943987,319.152200,318.366000,430.385000,low_medium,cycle_chain,proxy_hard,0.79282646,quota_low_medium:cycle_chain:proxy_hard,18,2,1,16,0.8496732026143791,2.772727272727273,5,1.4688147828325981,0.36,0.93,0.11785125235112216,0.43155000000000143,0.5563732563732564
27,G-235,5,5,0,4,0,1,0.800000,0.200000,2.818463,2.818463,2.701767,2.678022,0.116696,0.140441,-0.001664,0.163332,142.266000,145.002000,180.355000,low_medium,chain_only,proxy_hard,0.69055226,quota_low_medium:chain_only:proxy_hard,20,0,0,20,0.9105263157894737,2.8636363636363638,5,1.2263990831340559,0.56,0.84,0.13698761012715094,1.4566,0.5254006734006734
28,G-66,5,5,0,5,0,0,1.000000,0.000000,0.726193,0.726193,0.700829,0.704149,0.025364,0.022045,0.012331,0.056812,91.614000,89.985000,111.675000,low_medium,cycle_chain,high_variance,0.52850942,quota_low_medium:cycle_chain:high_variance,20,1,0,19,0.8052631578947368,3.0,5,1.201044313844126,0.57,0.43,0.02189436998828348,0.7623999999999995,0.5777240660573993
